0,150.56,803,742,10.41,70.47,0,0.40,17.05.2024 05:00:00
0,150.38,802,742,10.41,70.48,0,0.38,17.05.2024 05:00:02
0,149.25,796,742,10.41,70.47,0,0.30,17.05.2024 05:00:04
0,146.25,780,742,10.41,70.47,0,0.08,17.05.2024 05:00:06
0,150.00,800,743,10.44,70.51,0,0.35,17.05.2024 05:00:08
0,148.69,793,743,10.41,70.47,0,0.26,17.05.2024 05:00:11
0,147.38,786,743,10.43,70.48,0,0.16,17.05.2024 05:00:13
0,149.06,795,743,10.43,70.48,0,0.28,17.05.2024 05:00:15
0,145.13,774,743,10.43,70.48,0,0.00,17.05.2024 05:00:17
0,147.19,785,743,10.43,70.47,0,0.15,17.05.2024 05:00:19
0,150.38,802,743,10.43,70.50,0,0.38,17.05.2024 05:00:21
0,148.50,792,743,10.43,70.47,0,0.24,17.05.2024 05:00:23
0,148.13,790,743,10.41,70.48,0,0.22,17.05.2024 05:00:25
0,151.69,809,743,10.40,70.51,0,0.49,17.05.2024 05:00:28
0,150.56,803,743,10.41,70.48,0,0.40,17.05.2024 05:00:30
0,149.44,797,743,10.43,70.49,0,0.31,17.05.2024 05:00:32
0,151.31,807,743,10.43,70.47,0,0.45,17.05.2024 05:00:34
0,150.38,802,743,10.43,70.49,0,0.38,17.05.2024 05:00:36
0,152.44,813,743,10.43,70.48,0,0.54,17.05.2024 05:00:38
0,151.13,806,743,10.41,70.47,0,0.44,17.05.2024 05:00:40
0,153.00,816,743,10.43,70.51,0,0.58,17.05.2024 05:00:42
0,150.94,805,743,10.41,70.48,0,0.43,17.05.2024 05:00:45
0,152.63,814,742,10.44,70.49,0,0.55,17.05.2024 05:00:47
0,154.69,825,742,10.41,70.47,0,0.72,17.05.2024 05:00:49
0,150.75,804,743,10.43,70.50,0,0.41,17.05.2024 05:00:51
0,151.88,810,742,10.40,70.52,0,0.50,17.05.2024 05:00:53
0,156.00,832,741,10.44,70.51,0,0.83,17.05.2024 05:00:55
0,149.63,798,742,10.41,70.50,0,0.33,17.05.2024 05:00:57
0,155.06,827,742,10.40,70.50,0,0.76,17.05.2024 05:00:59
0,150.38,802,742,10.43,70.52,0,0.38,17.05.2024 05:01:02
0,149.44,797,742,10.43,70.49,0,0.31,17.05.2024 05:01:04
0,154.50,824,742,10.44,70.51,0,0.70,17.05.2024 05:01:06
0,152.25,812,742,10.43,70.49,0,0.53,17.05.2024 05:01:08
0,149.81,799,742,10.44,70.49,0,0.34,17.05.2024 05:01:10
0,151.50,808,743,10.43,70.48,0,0.47,17.05.2024 05:01:12
0,148.50,792,743,10.43,70.51,0,0.24,17.05.2024 05:01:14
0,153.19,817,743,10.43,70.54,0,0.60,17.05.2024 05:01:16
0,153.00,816,743,10.44,70.52,0,0.58,17.05.2024 05:01:18
0,152.25,812,742,10.44,70.50,0,0.52,17.05.2024 05:01:21
0,153.00,816,742,10.45,70.54,0,0.58,17.05.2024 05:01:23
