0,151.69,809,847,11.53,70.03,0,0.31,17.05.2024 00:00:00
0,153.56,819,847,11.57,70.05,0,0.44,17.05.2024 00:00:02
0,155.63,830,847,11.54,70.00,0,0.60,17.05.2024 00:00:04
0,155.81,831,846,11.54,70.02,0,0.62,17.05.2024 00:00:06
0,153.75,820,845,11.54,70.02,0,0.46,17.05.2024 00:00:08
0,152.25,812,845,11.57,70.03,0,0.34,17.05.2024 00:00:10
0,154.31,823,845,11.57,69.98,0,0.50,17.05.2024 00:00:12
0,154.31,823,844,11.56,70.02,0,0.50,17.05.2024 00:00:14
0,150.94,805,844,11.57,70.04,0,0.24,17.05.2024 00:00:16
0,154.69,825,843,11.56,70.02,0,0.53,17.05.2024 00:00:19
0,160.69,857,843,11.54,70.01,0,1.01,17.05.2024 00:00:21
0,155.25,828,843,11.57,70.01,0,0.57,17.05.2024 00:00:23
0,153.38,818,843,11.57,70.04,0,0.42,17.05.2024 00:00:25
0,156.00,832,844,11.54,70.04,0,0.63,17.05.2024 00:00:27
0,153.94,821,844,11.53,70.03,0,0.47,17.05.2024 00:00:29
0,155.25,828,843,11.57,70.03,0,0.57,17.05.2024 00:00:31
0,152.25,812,843,11.56,70.03,0,0.34,17.05.2024 00:00:33
0,156.75,836,843,11.56,70.03,0,0.69,17.05.2024 00:00:36
0,153.75,820,843,11.57,70.02,0,0.45,17.05.2024 00:00:40
0,153.75,820,843,11.56,70.03,0,0.45,17.05.2024 00:00:42
0,156.00,832,842,11.56,70.05,0,0.63,17.05.2024 00:00:44
0,153.94,821,842,11.56,70.03,0,0.47,17.05.2024 00:00:46
0,152.44,813,842,11.54,70.05,0,0.36,17.05.2024 00:00:48
0,150.56,803,842,11.54,70.02,0,0.22,17.05.2024 00:00:50
0,150.56,803,842,11.56,70.03,0,0.22,17.05.2024 00:00:52
0,153.00,816,843,11.54,70.04,0,0.40,17.05.2024 00:00:55
0,150.94,805,843,11.56,70.01,0,0.25,17.05.2024 00:00:57
0,158.63,846,843,11.56,70.04,0,0.84,17.05.2024 00:00:59
0,154.50,824,843,11.56,70.04,0,0.51,17.05.2024 00:01:01
0,152.06,811,843,11.54,70.03,0,0.33,17.05.2024 00:01:03
0,160.31,855,842,11.57,70.04,0,0.98,17.05.2024 00:01:05
0,154.88,826,843,11.56,70.04,0,0.54,17.05.2024 00:01:07
0,154.13,822,842,11.57,70.05,0,0.48,17.05.2024 00:01:09
0,157.13,838,842,11.54,70.02,0,0.72,17.05.2024 00:01:11
0,154.13,822,842,11.57,70.02,0,0.48,17.05.2024 00:01:14
0,155.44,829,842,11.56,70.04,0,0.58,17.05.2024 00:01:16
0,154.69,825,842,11.56,70.04,0,0.53,17.05.2024 00:01:18
0,156.56,835,842,11.57,70.01,0,0.67,17.05.2024 00:01:20
0,155.63,830,842,11.51,70.03,0,0.61,17.05.2024 00:01:22
0,157.31,839,842,11.54,70.03,0,0.74,17.05.2024 00:01:24
0,152.81,815,842,11.56,70.03,0,0.38,17.05.2024 00:01:26
0,154.69,825,842,11.54,70.04,0,0.53,17.05.2024 00:01:28
0,155.06,827,842,11.56,70.04,0,0.55,17.05.2024 00:01:31
0,158.44,845,842,11.53,70.03,0,0.83,17.05.2024 00:01:33
